År,År-Månad,A5_id,A5_Id_Description,Befattningskod,BefattningskodText,Åldersgrupp,Antal anställningar,Sjukfrånvaro total %,Sjukfrånvaro total tim
2019,2019-JUL,17,Teknisk Förvaltning,1234,Platschef,50-59 år,30,8.39 %,150.8
2021,2021-JAN,3,Personalavdelning,9012,Administratör,30-39 år,26,7.35 %,184.3
2019,2019-DEC,19,Serviceförvaltningen,5678,IT-specialist,20-29 år,32,7.21 %,189.0
2020,2020-MAR,4,Personalavdelning,1234,Platschef,20-29 år,5,6.82 %,155.8
2020,2020-NOV,3,Serviceförvaltningen,9012,Platschef,30-39 år,48,7.13 %,142.0
2021,2021-FEB,16,Teknisk Förvaltning,9012,Administratör,40-49 år,40,9.54 %,141.1
2020,2020-MAY,12,Teknisk Förvaltning,7594,IT-specialist,20-29 år,47,3.06 %,126.2
2020,2020-MAY,8,Serviceförvaltningen,9012,Administratör,50-59 år,41,3.33 %,148.8
2020,2020-MAY,17,Teknisk Förvaltning,1234,Anläggningsarbetare,40-49 år,6,4.34 %,129.9
2019,2019-APR,7,Ekonomiavdelning,7594,Anläggningsarbetare,50-59 år,21,4.17 %,195.1
2019,2019-MAY,11,Ekonomiavdelning,7594,Platschef,40-49 år,44,4.27 %,185.4
2020,2020-MAR,18,Personalavdelning,1234,Administratör,30-39 år,42,7.7 %,157.4
2021,2021-DEC,1,Ekonomiavdelning,5678,Anläggningsarbetare,50-59 år,25,6.22 %,148.9
2019,2019-JAN,3,Ekonomiavdelning,9012,Mekaniker,50-59 år,13,9.94 %,135.6
2021,2021-MAY,4,IT-avdelning,7594,Anläggningsarbetare,30-39 år,17,4.59 %,180.3
2020,2020-SEP,13,IT-avdelning,5678,Administratör,50-59 år,15,5.18 %,237.8
2020,2020-SEP,6,IT-avdelning,1234,Administratör,40-49 år,20,9.89 %,202.9
2019,2019-APR,14,IT-avdelning,9012,Anläggningsarbetare,20-29 år,20,8.82 %,211.7
2020,2020-MAR,5,Teknisk Förvaltning,9012,Administratör,20-29 år,6,6.29 %,225.2
2019,2019-JAN,16,Personalavdelning,7594,Administratör,30-39 år,46,6.88 %,152.7
2020,2020-FEB,15,Personalavdelning,9012,Mekaniker,40-49 år,48,8.9 %,109.4
2020,2020-AUG,15,Ekonomiavdelning,9012,Platschef,50-59 år,12,6.37 %,193.4
2019,2019-JAN,4,Personalavdelning,9012,Administratör,50-59 år,47,4.44 %,128.3
2019,2019-AUG,8,Ekonomiavdelning,9012,IT-specialist,20-29 år,46,8.8 %,185.4
2019,2019-JUL,16,Personalavdelning,1234,Platschef,50-59 år,17,6.76 %,210.9
2020,2020-AUG,16,Serviceförvaltningen,5678,Platschef,20-29 år,21,4.07 %,217.5
2020,2020-DEC,4,Serviceförvaltningen,1234,IT-specialist,30-39 år,43,6.54 %,145.3
2021,2021-JUN,13,Personalavdelning,1234,Anläggningsarbetare,50-59 år,28,5.89 %,176.9
2019,2019-DEC,13,Teknisk Förvaltning,7594,Mekaniker,40-49 år,7,9.14 %,193.1
2020,2020-SEP,2,Ekonomiavdelning,9012,Administratör,50-59 år,34,3.88 %,222.9
2020,2020-MAR,3,Personalavdelning,1234,Anläggningsarbetare,20-29 år,17,9.13 %,214.2
2019,2019-OCT,8,Ekonomiavdelning,9012,IT-specialist,30-39 år,23,6.59 %,248.2
2021,2021-APR,15,IT-avdelning,1234,Mekaniker,20-29 år,11,5.83 %,101.2
2019,2019-JUN,11,Personalavdelning,1234,Mekaniker,50-59 år,13,4.13 %,165.6
2021,2021-AUG,9,Teknisk Förvaltning,7594,Mekaniker,20-29 år,23,7.91 %,138.4
2020,2020-MAY,7,IT-avdelning,5678,IT-specialist,20-29 år,49,9.49 %,118.0
2021,2021-MAR,13,Personalavdelning,5678,Anläggningsarbetare,30-39 år,44,5.63 %,236.7
2020,2020-JUN,2,Serviceförvaltningen,1234,Administratör,40-49 år,26,4.69 %,249.7
2019,2019-APR,8,Personalavdelning,7594,Mekaniker,50-59 år,22,6.88 %,127.1
2019,2019-SEP,7,Serviceförvaltningen,9012,Mekaniker,30-39 år,27,8.57 %,105.8
2019,2019-MAR,12,Serviceförvaltningen,9012,Anläggningsarbetare,40-49 år,6,3.03 %,141.3
2021,2021-APR,19,Personalavdelning,1234,Mekaniker,20-29 år,15,7.42 %,225.2
2020,2020-JUL,7,Personalavdelning,5678,Mekaniker,40-49 år,35,7.18 %,144.1
2019,2019-JUL,10,Serviceförvaltningen,7594,IT-specialist,20-29 år,37,5.23 %,108.5
2019,2019-DEC,16,Ekonomiavdelning,5678,Platschef,20-29 år,18,6.16 %,107.9
2020,2020-DEC,3,IT-avdelning,9012,Anläggningsarbetare,30-39 år,20,4.73 %,164.1
2019,2019-APR,10,Teknisk Förvaltning,5678,Anläggningsarbetare,20-29 år,15,8.53 %,239.8
2020,2020-JUN,6,Personalavdelning,9012,Anläggningsarbetare,30-39 år,37,7.44 %,142.9
2020,2020-DEC,18,IT-avdelning,7594,IT-specialist,40-49 år,11,6.73 %,164.1
2020,2020-MAR,18,IT-avdelning,7594,IT-specialist,40-49 år,35,5.75 %,115.3
2020,2020-JUN,5,Ekonomiavdelning,1234,Administratör,20-29 år,18,5.04 %,174.0
2020,2020-DEC,7,IT-avdelning,1234,IT-specialist,30-39 år,32,8.76 %,204.5
2021,2021-FEB,2,Personalavdelning,5678,Anläggningsarbetare,20-29 år,47,6.16 %,140.7
2019,2019-AUG,11,IT-avdelning,7594,Administratör,30-39 år,20,6.51 %,144.5
2021,2021-FEB,13,Personalavdelning,7594,Platschef,30-39 år,23,6.65 %,226.3
2019,2019-NOV,5,Personalavdelning,1234,Mekaniker,30-39 år,21,6.14 %,101.6
2021,2021-JUL,6,Serviceförvaltningen,9012,Mekaniker,40-49 år,30,4.79 %,195.5
2020,2020-SEP,14,Ekonomiavdelning,5678,Administratör,30-39 år,10,3.84 %,159.1
2019,2019-JAN,12,Teknisk Förvaltning,5678,Platschef,40-49 år,47,3.69 %,144.8
2019,2019-AUG,4,Serviceförvaltningen,1234,Mekaniker,30-39 år,13,8.3 %,198.6
2021,2021-JUL,6,Teknisk Förvaltning,7594,Administratör,40-49 år,21,4.56 %,225.2
2021,2021-JUN,10,Personalavdelning,1234,IT-specialist,50-59 år,35,3.39 %,183.8
2019,2019-JUN,18,Serviceförvaltningen,1234,Anläggningsarbetare,40-49 år,16,8.58 %,104.7
2021,2021-JUN,15,IT-avdelning,1234,Platschef,40-49 år,27,4.08 %,169.2
2021,2021-SEP,8,IT-avdelning,1234,Mekaniker,20-29 år,9,7.38 %,169.4
2021,2021-FEB,9,Teknisk Förvaltning,9012,Anläggningsarbetare,30-39 år,47,5.37 %,181.6
2020,2020-JAN,5,Personalavdelning,9012,Administratör,50-59 år,40,3.89 %,200.6
2020,2020-DEC,10,Teknisk Förvaltning,7594,Mekaniker,20-29 år,40,5.9 %,102.9
2021,2021-JUN,6,Ekonomiavdelning,1234,Anläggningsarbetare,30-39 år,7,3.1 %,175.3
2021,2021-OCT,16,IT-avdelning,9012,IT-specialist,50-59 år,28,8.89 %,188.2
2020,2020-NOV,3,Serviceförvaltningen,7594,Platschef,50-59 år,21,6.59 %,151.5
2020,2020-AUG,10,Serviceförvaltningen,1234,Administratör,50-59 år,43,3.97 %,200.3
2019,2019-MAR,11,Serviceförvaltningen,5678,Mekaniker,30-39 år,30,4.66 %,134.2
2019,2019-DEC,11,IT-avdelning,9012,IT-specialist,50-59 år,8,6.14 %,147.6
2020,2020-OCT,17,Personalavdelning,7594,Platschef,50-59 år,49,4.32 %,244.4
2021,2021-JAN,4,IT-avdelning,5678,Platschef,20-29 år,16,4.88 %,152.2
2021,2021-SEP,4,IT-avdelning,1234,IT-specialist,40-49 år,5,6.74 %,152.0
2021,2021-JAN,17,Serviceförvaltningen,1234,Mekaniker,30-39 år,25,8.83 %,189.4
2021,2021-MAR,9,IT-avdelning,1234,Platschef,40-49 år,23,5.81 %,245.6
2019,2019-AUG,19,Serviceförvaltningen,9012,Administratör,20-29 år,25,8.02 %,247.5
2020,2020-MAR,5,Personalavdelning,7594,Anläggningsarbetare,40-49 år,22,9.14 %,186.9
2021,2021-APR,6,Ekonomiavdelning,5678,Administratör,50-59 år,47,4.51 %,100.2
2019,2019-AUG,3,Serviceförvaltningen,7594,Platschef,50-59 år,7,8.65 %,235.1
2021,2021-JAN,1,Teknisk Förvaltning,9012,Anläggningsarbetare,30-39 år,48,8.3 %,185.5
2020,2020-JUN,16,Ekonomiavdelning,7594,IT-specialist,30-39 år,36,5.5 %,154.9
2019,2019-JAN,11,Personalavdelning,9012,Anläggningsarbetare,30-39 år,14,9.93 %,224.4
2020,2020-JAN,13,Ekonomiavdelning,1234,Anläggningsarbetare,20-29 år,44,4.84 %,160.0
2020,2020-AUG,10,Serviceförvaltningen,5678,Anläggningsarbetare,30-39 år,19,4.78 %,105.1
2019,2019-NOV,3,Personalavdelning,1234,Platschef,20-29 år,9,8.41 %,223.2
2019,2019-APR,9,Teknisk Förvaltning,7594,Mekaniker,50-59 år,8,6.04 %,181.9
2019,2019-DEC,12,Serviceförvaltningen,1234,Platschef,40-49 år,32,5.32 %,150.7
2019,2019-JAN,14,Serviceförvaltningen,5678,Mekaniker,50-59 år,8,4.25 %,137.6
2019,2019-OCT,1,Personalavdelning,1234,IT-specialist,50-59 år,19,8.36 %,189.1
2019,2019-JUL,18,Personalavdelning,5678,IT-specialist,50-59 år,21,8.5 %,131.2
2019,2019-MAY,17,Ekonomiavdelning,5678,IT-specialist,30-39 år,48,6.97 %,148.6
2021,2021-MAY,9,Teknisk Förvaltning,1234,IT-specialist,30-39 år,7,9.7 %,195.5
2020,2020-JAN,9,Ekonomiavdelning,9012,IT-specialist,30-39 år,14,5.23 %,232.2
2019,2019-OCT,10,Ekonomiavdelning,7594,Administratör,40-49 år,46,4.54 %,179.9
2021,2021-NOV,19,Serviceförvaltningen,9012,Platschef,30-39 år,27,7.74 %,213.9
2021,2021-JUN,15,Personalavdelning,9012,Mekaniker,20-29 år,22,8.31 %,214.5
2021,2021-SEP,5,Serviceförvaltningen,1234,IT-specialist,50-59 år,5,4.57 %,199.7
2020,2020-SEP,15,Teknisk Förvaltning,7594,Administratör,40-49 år,39,3.54 %,136.9
2019,2019-AUG,2,Ekonomiavdelning,7594,Administratör,40-49 år,35,8.67 %,230.0
2021,2021-MAY,13,Teknisk Förvaltning,9012,Administratör,40-49 år,48,9.84 %,165.4
2020,2020-JAN,16,Personalavdelning,1234,Platschef,40-49 år,5,7.51 %,106.6
2020,2020-SEP,15,Personalavdelning,7594,IT-specialist,40-49 år,7,4.95 %,136.7
2020,2020-JAN,10,IT-avdelning,9012,Administratör,20-29 år,7,9.98 %,214.8
2021,2021-AUG,14,Teknisk Förvaltning,7594,Administratör,50-59 år,41,9.25 %,110.4
2019,2019-MAY,10,Serviceförvaltningen,1234,IT-specialist,40-49 år,23,6.59 %,122.1
2021,2021-MAR,14,Teknisk Förvaltning,1234,Platschef,50-59 år,33,8.78 %,204.1
2021,2021-NOV,9,Ekonomiavdelning,1234,Administratör,30-39 år,29,8.71 %,233.9
2019,2019-JUL,14,Personalavdelning,7594,Mekaniker,40-49 år,37,9.54 %,195.1
2019,2019-JUL,3,Personalavdelning,5678,Anläggningsarbetare,40-49 år,40,8.89 %,133.3
2019,2019-SEP,16,Teknisk Förvaltning,7594,Anläggningsarbetare,50-59 år,33,7.51 %,108.0
2020,2020-JUL,2,Teknisk Förvaltning,5678,Anläggningsarbetare,40-49 år,30,7.27 %,192.3
2019,2019-NOV,10,Teknisk Förvaltning,1234,Platschef,40-49 år,8,6.27 %,107.1
2021,2021-MAR,3,Ekonomiavdelning,9012,Administratör,40-49 år,18,7.39 %,191.9
2019,2019-NOV,11,Ekonomiavdelning,5678,Anläggningsarbetare,20-29 år,31,8.57 %,133.8
2021,2021-JAN,11,Serviceförvaltningen,1234,Anläggningsarbetare,20-29 år,37,9.78 %,235.7
2020,2020-AUG,13,Teknisk Förvaltning,1234,IT-specialist,40-49 år,26,6.27 %,171.3
2021,2021-DEC,7,Serviceförvaltningen,5678,Administratör,20-29 år,7,7.02 %,133.6
2021,2021-MAR,17,IT-avdelning,9012,Administratör,30-39 år,27,6.11 %,228.0
2019,2019-DEC,2,Ekonomiavdelning,1234,IT-specialist,40-49 år,25,7.68 %,138.1
2019,2019-AUG,12,Personalavdelning,5678,Administratör,30-39 år,45,7.41 %,146.0
2021,2021-AUG,10,IT-avdelning,9012,Mekaniker,50-59 år,27,3.12 %,225.1
2019,2019-MAY,18,Personalavdelning,9012,Platschef,30-39 år,8,6.79 %,146.3
2020,2020-DEC,11,IT-avdelning,1234,IT-specialist,50-59 år,25,3.62 %,161.5
2020,2020-JAN,16,Serviceförvaltningen,7594,Anläggningsarbetare,40-49 år,41,3.18 %,152.1
2019,2019-OCT,17,Serviceförvaltningen,7594,Administratör,50-59 år,47,8.54 %,117.5
2020,2020-JUL,19,Ekonomiavdelning,1234,Mekaniker,50-59 år,35,4.81 %,105.8
2019,2019-DEC,18,Personalavdelning,9012,Mekaniker,30-39 år,25,5.38 %,208.7
2021,2021-OCT,3,IT-avdelning,1234,Platschef,30-39 år,30,3.45 %,196.8
2021,2021-MAY,16,Teknisk Förvaltning,5678,Mekaniker,30-39 år,45,4.26 %,142.4
2020,2020-AUG,6,Teknisk Förvaltning,7594,Administratör,40-49 år,39,8.36 %,144.3
2019,2019-SEP,12,Ekonomiavdelning,5678,Administratör,40-49 år,42,6.45 %,241.8
2019,2019-NOV,11,Personalavdelning,1234,Mekaniker,30-39 år,28,9.16 %,248.2
2020,2020-JUL,15,Teknisk Förvaltning,1234,Administratör,40-49 år,15,5.78 %,171.0
2021,2021-JUL,15,Ekonomiavdelning,9012,Administratör,40-49 år,45,4.88 %,220.4
2020,2020-JAN,16,Ekonomiavdelning,9012,Anläggningsarbetare,50-59 år,33,5.43 %,210.5
2021,2021-APR,10,Personalavdelning,9012,IT-specialist,50-59 år,7,7.99 %,144.6
2019,2019-FEB,12,Teknisk Förvaltning,5678,Administratör,30-39 år,5,6.89 %,108.8
2021,2021-FEB,13,Teknisk Förvaltning,9012,Administratör,40-49 år,23,9.33 %,121.4
2020,2020-FEB,4,Teknisk Förvaltning,1234,Platschef,50-59 år,26,7.22 %,225.7
2019,2019-APR,7,Serviceförvaltningen,9012,IT-specialist,20-29 år,18,6.45 %,209.7
2020,2020-JAN,2,Teknisk Förvaltning,7594,IT-specialist,40-49 år,18,8.5 %,199.7
2020,2020-APR,15,IT-avdelning,9012,IT-specialist,20-29 år,48,9.63 %,119.6
2021,2021-FEB,8,Serviceförvaltningen,5678,Mekaniker,30-39 år,20,5.49 %,196.0
2020,2020-MAY,7,Serviceförvaltningen,7594,Anläggningsarbetare,40-49 år,37,4.75 %,215.8
2021,2021-MAR,15,Serviceförvaltningen,7594,Anläggningsarbetare,30-39 år,17,7.31 %,229.1
2019,2019-DEC,14,Serviceförvaltningen,7594,Platschef,30-39 år,42,6.49 %,102.0
2021,2021-AUG,8,Ekonomiavdelning,5678,IT-specialist,30-39 år,16,9.92 %,202.7
2019,2019-APR,12,IT-avdelning,1234,IT-specialist,30-39 år,42,6.24 %,102.9
2021,2021-JAN,13,Personalavdelning,9012,Administratör,30-39 år,43,3.52 %,206.0
2020,2020-JAN,11,Teknisk Förvaltning,7594,Mekaniker,40-49 år,37,9.84 %,195.3
2021,2021-DEC,17,Serviceförvaltningen,7594,Mekaniker,20-29 år,37,8.91 %,122.3
2021,2021-OCT,17,Personalavdelning,7594,Platschef,40-49 år,33,4.25 %,214.9
2019,2019-MAR,4,Ekonomiavdelning,1234,Anläggningsarbetare,40-49 år,9,9.33 %,110.3
2020,2020-SEP,8,Personalavdelning,1234,IT-specialist,40-49 år,10,5.38 %,224.0
2021,2021-JUL,5,Serviceförvaltningen,5678,Platschef,50-59 år,35,5.64 %,139.3
2020,2020-FEB,16,IT-avdelning,1234,Mekaniker,50-59 år,20,9.34 %,203.3
2021,2021-SEP,4,Personalavdelning,9012,Mekaniker,40-49 år,35,6.71 %,238.6
2021,2021-OCT,15,Serviceförvaltningen,5678,Mekaniker,20-29 år,29,3.96 %,151.0
2020,2020-FEB,12,Serviceförvaltningen,5678,IT-specialist,40-49 år,37,5.58 %,175.4
2021,2021-MAR,5,Teknisk Förvaltning,9012,IT-specialist,30-39 år,17,8.05 %,169.5
2020,2020-NOV,16,Teknisk Förvaltning,9012,IT-specialist,50-59 år,14,4.22 %,123.6
2021,2021-OCT,14,IT-avdelning,9012,Administratör,50-59 år,28,7.13 %,188.5
2019,2019-FEB,10,Teknisk Förvaltning,5678,Anläggningsarbetare,40-49 år,14,7.87 %,211.5
2020,2020-MAR,7,IT-avdelning,5678,Mekaniker,40-49 år,45,5.41 %,237.5
2021,2021-JUN,13,Ekonomiavdelning,5678,Mekaniker,20-29 år,35,7.86 %,227.6
2021,2021-SEP,5,Ekonomiavdelning,9012,Administratör,20-29 år,17,9.19 %,176.5
2019,2019-SEP,3,Teknisk Förvaltning,9012,Mekaniker,30-39 år,7,6.3 %,207.9
2020,2020-JUL,15,Ekonomiavdelning,7594,Mekaniker,40-49 år,38,5.68 %,220.1
2021,2021-DEC,4,Personalavdelning,1234,IT-specialist,40-49 år,32,4.76 %,174.0
2019,2019-MAR,15,Personalavdelning,7594,IT-specialist,40-49 år,23,7.23 %,117.3
2021,2021-APR,14,Personalavdelning,9012,Anläggningsarbetare,50-59 år,27,9.16 %,165.7
2020,2020-JUN,19,Ekonomiavdelning,5678,Mekaniker,30-39 år,49,5.27 %,226.4
2021,2021-NOV,13,Personalavdelning,9012,Platschef,20-29 år,36,5.77 %,189.5
2021,2021-MAY,10,IT-avdelning,1234,Mekaniker,50-59 år,17,5.85 %,208.7
2021,2021-FEB,5,Serviceförvaltningen,7594,Mekaniker,50-59 år,37,6.93 %,127.8
2021,2021-JUN,6,Teknisk Förvaltning,7594,Anläggningsarbetare,50-59 år,38,4.6 %,244.7
2019,2019-MAR,4,IT-avdelning,5678,Platschef,50-59 år,37,8.76 %,160.6
2019,2019-AUG,2,Personalavdelning,7594,Mekaniker,30-39 år,9,5.07 %,198.0
2020,2020-FEB,16,Serviceförvaltningen,7594,Platschef,40-49 år,7,7.94 %,102.8
2019,2019-JAN,18,Teknisk Förvaltning,9012,IT-specialist,20-29 år,11,6.59 %,119.1
2019,2019-SEP,5,IT-avdelning,7594,IT-specialist,20-29 år,28,7.1 %,217.3
2020,2020-DEC,4,Teknisk Förvaltning,7594,Platschef,50-59 år,26,4.26 %,245.2
2019,2019-MAR,13,Ekonomiavdelning,7594,Mekaniker,50-59 år,49,8.15 %,148.0
2019,2019-NOV,19,Personalavdelning,5678,Platschef,30-39 år,27,4.32 %,105.6
2020,2020-JAN,2,IT-avdelning,5678,Platschef,50-59 år,34,3.79 %,154.1
2020,2020-JUL,13,IT-avdelning,9012,IT-specialist,20-29 år,22,6.83 %,102.6
2020,2020-OCT,11,Serviceförvaltningen,7594,Platschef,20-29 år,36,7.97 %,128.9
2021,2021-MAY,4,Serviceförvaltningen,5678,Administratör,40-49 år,11,3.35 %,212.9
2021,2021-MAY,15,Serviceförvaltningen,5678,Administratör,40-49 år,37,3.49 %,240.6
2020,2020-JAN,4,Teknisk Förvaltning,9012,IT-specialist,20-29 år,9,8.62 %,113.1
2020,2020-SEP,9,Personalavdelning,1234,Mekaniker,20-29 år,32,8.66 %,183.7
2020,2020-JUL,7,Teknisk Förvaltning,7594,Mekaniker,30-39 år,12,4.72 %,138.1
2021,2021-AUG,19,Personalavdelning,5678,IT-specialist,30-39 år,19,7.31 %,120.9
2021,2021-SEP,19,IT-avdelning,9012,Mekaniker,20-29 år,8,6.1 %,132.8
2019,2019-JUN,6,Teknisk Förvaltning,9012,Anläggningsarbetare,50-59 år,38,7.43 %,186.7
2019,2019-DEC,6,Teknisk Förvaltning,9012,Administratör,40-49 år,9,9.04 %,109.8
2020,2020-MAY,15,Teknisk Förvaltning,5678,Anläggningsarbetare,20-29 år,37,3.56 %,165.1
2021,2021-JUN,15,Ekonomiavdelning,7594,Anläggningsarbetare,50-59 år,9,8.45 %,120.3
2021,2021-NOV,9,Personalavdelning,1234,Anläggningsarbetare,20-29 år,42,6.45 %,140.9
2021,2021-FEB,4,Personalavdelning,7594,IT-specialist,40-49 år,38,6.95 %,128.6
2020,2020-APR,18,Teknisk Förvaltning,9012,Anläggningsarbetare,40-49 år,30,7.58 %,232.4
2019,2019-MAR,18,Ekonomiavdelning,9012,Platschef,30-39 år,5,9.46 %,206.2
2020,2020-JUL,5,Teknisk Förvaltning,1234,Mekaniker,30-39 år,8,3.4 %,230.3
2019,2019-SEP,11,Personalavdelning,7594,IT-specialist,30-39 år,43,3.21 %,157.5
2019,2019-MAY,5,IT-avdelning,9012,Platschef,30-39 år,30,4.25 %,147.0
2020,2020-JUN,4,Ekonomiavdelning,9012,Platschef,40-49 år,37,9.91 %,157.1
2019,2019-OCT,12,Ekonomiavdelning,7594,Administratör,50-59 år,37,8.01 %,102.8
2019,2019-DEC,2,Teknisk Förvaltning,9012,Administratör,50-59 år,12,7.3 %,208.7
2021,2021-DEC,13,IT-avdelning,7594,Platschef,50-59 år,24,3.33 %,152.5
2019,2019-FEB,10,Personalavdelning,9012,Administratör,20-29 år,20,9.15 %,147.0
2020,2020-MAR,9,Serviceförvaltningen,7594,Mekaniker,30-39 år,25,8.69 %,189.7
2020,2020-MAR,10,Personalavdelning,1234,Mekaniker,30-39 år,49,7.65 %,165.4
2019,2019-DEC,7,Personalavdelning,9012,Administratör,40-49 år,30,5.37 %,247.1
2021,2021-DEC,4,IT-avdelning,1234,Anläggningsarbetare,40-49 år,27,3.49 %,153.4
2021,2021-SEP,19,Ekonomiavdelning,9012,Platschef,20-29 år,22,7.06 %,192.1
2019,2019-JUL,10,Personalavdelning,9012,Mekaniker,20-29 år,35,8.04 %,146.7
2019,2019-AUG,3,Ekonomiavdelning,5678,Administratör,50-59 år,46,3.66 %,248.6
2020,2020-NOV,19,IT-avdelning,7594,Administratör,40-49 år,16,7.44 %,166.8
2019,2019-OCT,2,IT-avdelning,1234,Mekaniker,30-39 år,5,5.0 %,195.1
2021,2021-NOV,10,Teknisk Förvaltning,1234,Mekaniker,50-59 år,46,8.35 %,119.0
2019,2019-SEP,2,Serviceförvaltningen,1234,Anläggningsarbetare,30-39 år,13,6.78 %,210.0
2020,2020-JUN,2,IT-avdelning,7594,Administratör,50-59 år,7,3.9 %,140.4
2020,2020-APR,17,IT-avdelning,5678,Administratör,30-39 år,30,6.69 %,167.3
2020,2020-DEC,16,Ekonomiavdelning,1234,IT-specialist,20-29 år,13,5.77 %,232.5
2020,2020-JAN,16,IT-avdelning,7594,Anläggningsarbetare,50-59 år,46,4.26 %,245.6
2020,2020-AUG,14,Personalavdelning,9012,Mekaniker,30-39 år,20,8.89 %,163.7
2019,2019-JUL,7,Teknisk Förvaltning,1234,Mekaniker,30-39 år,28,3.08 %,225.2
2019,2019-FEB,11,Teknisk Förvaltning,1234,Platschef,40-49 år,18,5.18 %,108.0
2019,2019-AUG,1,Personalavdelning,5678,Mekaniker,50-59 år,7,3.09 %,227.1
2019,2019-DEC,11,IT-avdelning,1234,Administratör,30-39 år,38,3.67 %,194.4
2020,2020-MAY,4,Serviceförvaltningen,1234,Mekaniker,40-49 år,37,5.08 %,173.3
2021,2021-JUL,7,IT-avdelning,9012,Administratör,30-39 år,28,3.38 %,233.5
2019,2019-APR,15,Teknisk Förvaltning,7594,Administratör,50-59 år,13,7.18 %,226.8
2021,2021-MAY,18,Serviceförvaltningen,7594,Anläggningsarbetare,20-29 år,17,3.61 %,144.5
2019,2019-AUG,12,Ekonomiavdelning,5678,Mekaniker,50-59 år,6,7.91 %,218.7
2019,2019-JAN,17,Ekonomiavdelning,9012,Anläggningsarbetare,50-59 år,11,3.37 %,114.9
2021,2021-JAN,1,IT-avdelning,7594,Administratör,30-39 år,25,3.42 %,223.4
2020,2020-APR,11,IT-avdelning,9012,Mekaniker,30-39 år,23,5.14 %,201.3
2019,2019-MAR,1,Serviceförvaltningen,7594,Mekaniker,50-59 år,29,9.28 %,113.2
2019,2019-OCT,15,Serviceförvaltningen,9012,Anläggningsarbetare,40-49 år,26,7.49 %,202.5
2019,2019-DEC,10,IT-avdelning,5678,Anläggningsarbetare,40-49 år,15,8.39 %,187.1
2021,2021-FEB,7,Teknisk Förvaltning,1234,Administratör,40-49 år,37,3.99 %,189.2
2020,2020-DEC,2,Ekonomiavdelning,5678,Administratör,30-39 år,36,8.84 %,143.6
2021,2021-MAR,10,Serviceförvaltningen,7594,Mekaniker,30-39 år,25,3.06 %,140.0
2021,2021-NOV,4,Teknisk Förvaltning,5678,Mekaniker,50-59 år,43,4.49 %,214.4
2020,2020-NOV,12,IT-avdelning,1234,IT-specialist,20-29 år,24,7.31 %,138.5
2021,2021-NOV,19,Personalavdelning,5678,IT-specialist,30-39 år,12,5.63 %,166.9
2020,2020-JAN,11,Serviceförvaltningen,7594,Platschef,50-59 år,46,9.89 %,204.2
2019,2019-JAN,8,Personalavdelning,7594,Administratör,50-59 år,41,3.21 %,111.9
2020,2020-JUN,18,Teknisk Förvaltning,5678,Platschef,20-29 år,13,9.99 %,189.2
2019,2019-MAY,11,Ekonomiavdelning,1234,Platschef,40-49 år,29,7.37 %,188.4
2021,2021-AUG,11,Teknisk Förvaltning,5678,Anläggningsarbetare,50-59 år,29,6.91 %,202.6
2021,2021-FEB,13,Ekonomiavdelning,1234,Anläggningsarbetare,50-59 år,37,3.42 %,155.5
2019,2019-APR,3,Teknisk Förvaltning,9012,IT-specialist,50-59 år,6,4.91 %,167.3
2021,2021-AUG,12,Serviceförvaltningen,1234,Platschef,40-49 år,23,9.47 %,149.5
2020,2020-DEC,3,Serviceförvaltningen,9012,IT-specialist,40-49 år,24,5.48 %,221.2
2019,2019-JUN,10,Personalavdelning,5678,Administratör,20-29 år,46,7.63 %,119.6
2021,2021-JAN,17,Teknisk Förvaltning,1234,Mekaniker,30-39 år,45,10.0 %,244.4
2019,2019-APR,2,Teknisk Förvaltning,9012,Anläggningsarbetare,40-49 år,46,4.84 %,195.2
2020,2020-JAN,17,Personalavdelning,9012,Administratör,30-39 år,33,7.03 %,233.0
2020,2020-FEB,16,IT-avdelning,9012,Administratör,30-39 år,10,7.88 %,163.9
2021,2021-MAY,2,Teknisk Förvaltning,7594,Anläggningsarbetare,40-49 år,21,4.15 %,149.8
2020,2020-AUG,6,Teknisk Förvaltning,5678,Anläggningsarbetare,50-59 år,29,4.04 %,235.1
2019,2019-AUG,10,Teknisk Förvaltning,9012,Platschef,20-29 år,42,6.19 %,114.8
2020,2020-NOV,10,IT-avdelning,1234,IT-specialist,30-39 år,8,5.7 %,117.6
2019,2019-MAR,8,Serviceförvaltningen,9012,Administratör,50-59 år,34,8.0 %,144.9
2019,2019-NOV,1,Personalavdelning,7594,Platschef,40-49 år,24,3.49 %,244.0
2020,2020-APR,13,IT-avdelning,5678,Platschef,30-39 år,7,9.81 %,195.0
2021,2021-OCT,9,Ekonomiavdelning,7594,Administratör,30-39 år,27,3.1 %,183.1
2020,2020-NOV,10,Ekonomiavdelning,7594,Administratör,30-39 år,22,7.21 %,205.8
2019,2019-JUN,15,IT-avdelning,7594,Mekaniker,50-59 år,30,6.94 %,162.6
2019,2019-NOV,5,IT-avdelning,1234,IT-specialist,50-59 år,40,3.94 %,213.7
2020,2020-NOV,16,Serviceförvaltningen,5678,Administratör,50-59 år,12,4.06 %,159.0
2021,2021-OCT,13,Ekonomiavdelning,5678,Anläggningsarbetare,30-39 år,21,8.55 %,224.0
2021,2021-MAR,18,Personalavdelning,1234,Mekaniker,30-39 år,35,9.21 %,140.1
